TAIR Accession,Locus,Gene Type,Description,Other Name(Type),manual_classification,Keywords
Locus:2203886,AT1G62510,protein_coding,Expressed in the root cortex.,N/A,no_family,"cellular_component;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;collective leaf structure;cotyledon;guard cell;shoot system;vascular leaf;root cortex,"
Locus:2011811,AT1G56320,protein_coding,hypothetical protein;(source:Araport11),N/A,no_family,"biological_process;membrane;molecular_function;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo globular stage;carpel;collective leaf structure;flower;guard cell;hypocotyl;petal;plant embryo;pollen;root;sepal;stamen,"
Locus:2031928,AT1G05720,protein_coding,selenoprotein family protein;(source:Araport11),N/A,no_family,"biological_process;endoplasmic reticulum lumen;Golgi cis cisterna;extracellular region;oxidoreductase activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2035502,AT1G16850,protein_coding,transmembrane protein;(source:Araport11),N/A,no_family,"response to salt stress;endoplasmic reticulum;extracellular region;nucleus;molecular_function;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;petal differentiation and expansion stage;collective leaf structure;flower;guard cell;leaf apex;pollen;rosette leaf;vascular leaf,"
Locus:2018832,AT1G17410,protein_coding,Nucleoside diphosphate kinase family protein;(source:Araport11),N/A,no_family,"CTP biosynthetic process;GTP biosynthetic process;UTP biosynthetic process;chloroplast;cytoplasm;nucleoside diphosphate kinase activity;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2008915,AT1G11850,protein_coding,transmembrane protein;(source:Araport11),N/A,no_family,"cellular_component;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:505006528,AT4G28085,protein_coding,transmembrane protein;(source:Araport11),N/A,no_family,"membrane;mitochondrion;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;petal differentiation and expansion stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;guard cell;hypocotyl;inflorescence meristem;leaf apex;petiole;pollen;root;sepal;shoot apex;stamen;stem;vascular leaf,"
Locus:4515102710,AT1G63057,protein_coding,transmembrane protein;(source:Araport11),N/A,no_family,"biological_process;extracellular region;molecular_function,"
Locus:504954863,AT5G57887,protein_coding,transmembrane protein;(source:Araport11),N/A,no_family,"cellular_component;molecular_function;guard cell,"
Locus:1006230688,AT1G63055,protein_coding,transmembrane protein;(source:Araport11),N/A,no_family,"biological_process;extracellular region;molecular_function,"
Locus:2085954,AT3G24250,protein_coding,glycine-rich protein;(source:Araport11),N/A,no_family,"biological_process;cellular_component;molecular_function,"
Locus:2151426,AT5G17610,protein_coding,hypothetical protein;(source:Araport11),N/A,no_family,"endoplasmic reticulum;extracellular region;plastid;molecular_function;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;pollen tube cell;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2075462,AT3G02900,protein_coding,Low-density receptor-like protein;(source:Araport11),N/A,no_family,"biological_process;chloroplast inner membrane;chloroplast envelope;cytosol;extracellular region;plastid;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2058919,AT2G05540,protein_coding,Glycine-rich protein family;(source:Araport11),N/A,no_family,"extracellular region;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;petal differentiation and expansion stage;plant embryo bilateral stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;guard cell;hypocotyl;inflorescence meristem;leaf apex;petal;petiole;plant embryo;plant ovule;pollen;root;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2055797,AT2G15010,protein_coding,"Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100; At5g36910, At1g72260, At2g15010, At1g12663, At1g12660.",N/A,no_family,"defense response;extracellular region;molecular_function,"
Locus:504956113,AT1G02405,protein_coding,proline-rich family protein;(source:Araport11),N/A,no_family,"membrane;plasma membrane;molecular_function;guard cell,"
Locus:2201185,AT1G23040,protein_coding,hydroxyproline-rich glycoprotein family protein;(source:Araport11),N/A,no_family,"membrane;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;petal differentiation and expansion stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2119906,AT4G29020,protein_coding,glycine-rich protein;(source:Araport11),N/A,no_family,"cellular_component;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2119916,AT4G29030,protein_coding,Putative membrane lipoprotein;(source:Araport11),N/A,no_family,"cellular_component;molecular_function;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;cauline leaf;collective leaf structure;flower;flower pedicel;guard cell;hypocotyl;leaf lamina base;petal;petiole;plant embryo;plant ovule;seed;sepal;shoot apex;shoot system;vascular leaf,"
Locus:2086518,AT3G27200,protein_coding,Cupredoxin superfamily protein;(source:Araport11),N/A,no_family,"plasma membrane;extracellular region;membrane;electron transfer activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2156657,AT5G52390,protein_coding,PAR1 protein;(source:Araport11),N/A,PAR,"cellular_component;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;carpel;collective leaf structure;flower;guard cell;leaf lamina base;petal;plant embryo;pollen;root;seed;sepal;stamen;stem;vascular leaf,"
Locus:2084495,AT3G54040,protein_coding,PAR1 protein;(source:Araport11),N/A,PAR,"chloroplast;molecular_function;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo globular stage;vascular leaf senescent stage;carpel;collective leaf structure;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;petal;petiole;plant embryo;pollen;pollen tube cell;root;root hair cell;seed;sepal;shoot apex;shoot system;stamen;stem;trichoblast;vascular leaf,"
Locus:2056700,AT2G02850,protein_coding,Encodes plantacyanin one of blue copper proteins. Involved in anther development and pollination. Expressed in the transmitting tract of the pistil.,ARPN;PCY;PLANTACYANIN,PCY,"anther development;pollination;plasma membrane;apoplast;extracellular matrix;extracellular region;secretory vesicle;electron transfer activity;LP.04 four leaves visible stage;LP.08 eight leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;flower;flower pedicel;guard cell;gynoecium;hypocotyl;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stigma;vascular leaf,"
Locus:2142778,AT5G08000,protein_coding,Encodes a member of the X8-GPI family of proteins. It localizes to the plasmodesmata and binds callose.,"E13L3;PDCB2;PLASMODESMATA CALLOSE-BINDING PROTEIN 2;glucan endo-1,3-beta-glucosidase-like protein 3",CX8,"response to heat;membrane;plasma membrane;plasmodesma;(1->3)-beta-D-glucan binding;polysaccharide binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina;leaf lamina base;leaf vascular system;petal;petiole;plant embryo;root;seed;sepal;shoot apex;shoot system;stamen;vascular leaf,"
Locus:2205145,AT1G07960,protein_coding,Encodes a protein disulfide isomerase-like (PDIL) protein; a member of a multigene family within the thioredoxin (TRX) superfamily.,ATPDIL5-1;PDI-like 5-1;PDIL5-1,PDIL,"protein folding;endoplasmic reticulum;chloroplast;protein disulfide isomerase activity;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;pollen tube cell;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2058754,AT2G35710,protein_coding,Nucleotide-diphospho-sugar transferases superfamily protein;(source:Araport11),PGSIP7;PLANT GLYCOGENIN-LIKE STARCH INITIATION PROTEIN 7,PGSIP,"mitochondrion;glycosyltransferase activity;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;petal differentiation and expansion stage;carpel;collective leaf structure;cotyledon;guard cell;petiole;pollen;root;sepal;shoot apex;stamen;stem;vascular leaf,"
Locus:505006241,AT2G06925,protein_coding,Encodes a secretory phospholipase A2 enzyme; which specifically hydrolyzes the sn-2 position of phospholipids. The enzyme has a preference towards linoleoyl acyl chain over palmitoyl acyl chain. It also has a slight preference for phosphatidylcholine over phosphatidylethanolamine.,ATSPLA2-ALPHA;PHOSPHOLIPASE A2-ALPHA;PLA2-ALPHA,PLA,"arachidonate secretion;lipid catabolic process;phospholipid metabolic process;Golgi apparatus;extracellular region;vacuole;calcium ion binding;lipid binding;phospholipase A2 activity;protein binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;fruit,"
Locus:2051940,AT2G19690,protein_coding,"Encodes one of the four Arabidopsis phospholipase PLA2 parologs: AT2G06925 (PLA2-ALPHA); AT2G19690 (PLA2-BETA), AT4G29460 (PLA2-GAMMA) and AT4G29470 (PLA2-DELTA). Involved in pollen development and germination and tube growth. Also involved in stomatal opening in response to light.",PHOSPHOLIPASE A2-BETA;PLA2-BETA,PLA,"pollen development;regulation of stomatal movement;response to light stimulus;gravitropism;pollen development;pollen germination;pollen tube growth;positive regulation of cell growth;response to auxin;endoplasmic reticulum;extracellular region;calcium ion binding;lipid binding;phospholipase A2 activity;guard cell;leaf mesophyll;portion of vascular tissue,"
Locus:2118359,AT4G29470,protein_coding,"Encodes one of the four Arabidopsis phospholipase PLA2 parologs: AT2G06925 (PLA2-ALPHA); AT2G19690 (PLA2-BETA), AT4G29460 (PLA2-GAMMA) and AT4G29470 (PLA2-DELTA). Involved in pollen development and germination and tube growth.",PLA2-DELTA;phospholipase A2 delta,PLA,"pollen development;pollen development;pollen germination;pollen tube growth;endoplasmic reticulum;extracellular region;calcium ion binding;lipid binding;phospholipase A2 activity;guard cell;pollen,"
Locus:2060410,AT2G22170,protein_coding,Lipase/lipooxygenase; PLAT/LH2 family protein;(source:Araport11),PLAT DOMAIN PROTEIN 2;PLAT2,PLA,"extracellular region;secretory vesicle;thylakoid;vacuole;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;root;rosette leaf;seed;sepal;shoot apex;shoot system;vascular leaf,"
Locus:2135217,AT4G39730,protein_coding,PLAT1 domain stress protein family member. Involved in mediating response to stresses such as pathogen infection. It is found in endoplasmic reticulum bodies and associated to plasma membranes via association with signaling lipid PA . PLAT1 is induced by pathogenic fungi and induces the production of scopolin.,"ATPLAT1;PHLOEM LIPID-ASSOCIATED FAMILY PROTEIN;PLAFP;PLAT DOMAIN PROTEIN 1;PLAT1;Polycystin, Lipoxygenase, Alpha-toxin and Triacylglycerol lipase 1",PLA,"response to cold;response to salt stress;response to water deprivation;plasma membrane;chloroplast thylakoid membrane;endoplasmic reticulum;extracellular region;plant-type vacuole;plasma membrane;secretory vesicle;thylakoid;cytosol;phosphatidic acid binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;cell-to-cell mobile RNA,"
Locus:2171027,AT5G46950,protein_coding,One of of a pair of paralogous invertase with very high similarity.Expressed in female gametophyte and endosperm; particularly mycropylar endosperm. May function during embryogenesis to provide sugars to the developing embryo.,INVERTASE INHIBITOR 2;INVINH2,PMEI,"embryo development ending in seed dormancy;extracellular region;enzyme inhibitor activity;endosperm;megagametophyte;micropylar endosperm,"
Locus:2171032,AT5G46960,protein_coding,Pectin methylesterase inhibitor that is involved in  resistance to Botrytis cinerea. Affects PME activity during infection to prevent disease. Closely related paralog of AT5G46950 (InvINH2).,ATPMEI12;INVERTASE INHIBITOR 1;INVINH1,PMEI,"embryo development ending in seed dormancy;plant-type cell wall organization or biogenesis;apoplast;extracellular region;pectinesterase inhibitor activity;cultured plant cell;endosperm;megagametophyte,"
Locus:4010713751,AT3G17152,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"plant-type cell wall modification;plant-type cell wall;extracellular region;enzyme inhibitor activity;guard cell,"
Locus:2159833,AT5G38610,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"negative regulation of catalytic activity;plant-type cell wall modification;plant-type cell wall;extracellular region;enzyme inhibitor activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;petal differentiation and expansion stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;flower;hypocotyl;inflorescence meristem;leaf apex;petal;petiole;plant embryo;pollen;root;sepal;shoot apex;stamen;stem;vascular leaf,"
Locus:2086072,AT3G17150,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"negative regulation of catalytic activity;plant-type cell wall modification;plant-type cell wall;extracellular region;enzyme inhibitor activity,"
Locus:2012360,AT1G09360,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"negative regulation of catalytic activity;cellular_component;pectinesterase inhibitor activity,"
Locus:2028035,AT1G23350,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"negative regulation of catalytic activity;chloroplast;enzyme inhibitor activity;L mature pollen stage;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;plant embryo globular stage;carpel;collective leaf structure;flower;petal;plant embryo;pollen;pollen tube cell;sepal;stamen,"
Locus:4515103335,AT4G03945,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"biological_process;cytoplasm;extracellular region;enzyme inhibitor activity;pectinesterase inhibitor activity,"
Locus:5019474799,AT4G00872,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"plant-type cell wall modification;plant-type cell wall;cytoplasm;enzyme inhibitor activity,"
Locus:4515103146,AT3G27999,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"biological_process;cytoplasm;pectinesterase inhibitor activity,"
Locus:4515102518,AT1G11362,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"chloroplast;pectinesterase inhibitor activity,"
Locus:2170076,AT5G50050,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"negative regulation of catalytic activity;chloroplast;enzyme inhibitor activity,"
Locus:2170096,AT5G50070,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"negative regulation of catalytic activity;chloroplast;enzyme inhibitor activity,"
Locus:4515102662,AT1G50325,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"biological_process;negative regulation of catalytic activity;cytoplasm;enzyme inhibitor activity;pectinesterase inhibitor activity,"
Locus:5019474609,AT1G11593,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"negative regulation of catalytic activity;cytoplasm;pectinesterase inhibitor activity,"
Locus:2170056,AT5G50030,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"negative regulation of catalytic activity;chloroplast;enzyme inhibitor activity;L mature pollen stage;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;plant embryo globular stage;carpel;collective leaf structure;flower;flower pedicel;inflorescence meristem;petal;plant embryo;plant sperm cell;pollen;pollen tube cell;sepal;stamen;stem,"
Locus:2090369,AT3G12880,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"negative regulation of catalytic activity;plant-type cell wall modification;plant-type cell wall;chloroplast;enzyme inhibitor activity,"
Locus:2010960,AT1G54980,protein_coding,Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11),N/A,PMEI,"negative regulation of catalytic activity;chloroplast;enzyme inhibitor activity,"
Locus:2118656,AT4G30380,protein_coding,Encodes a Plant Natriuretic Peptide (PNP). PNPs are a class of systemically mobile molecules distantly related to expansins; their biological role has remained elusive.,N/A,PNP,"cellular response to hypoxia;systemic acquired resistance;apoplast;extracellular region;molecular_function;guard cell,"
Locus:2175284,AT5G05020,protein_coding,Pollen Ole e 1 allergen and extensin family protein;(source:Araport11),N/A,POE1,"biological_process;extracellular region;molecular_function,"
Locus:505006257,AT2G20515,protein_coding,pollen Ole e I family allergen protein;(source:Araport11),N/A,POE1,"extracellular region;molecular_function;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;flower;flower pedicel;hypocotyl;petal;plant embryo;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:504956084,AT2G27385,protein_coding,Pollen Ole e 1 allergen and extensin family protein;(source:Araport11),N/A,POE1,"biological_process;chloroplast;molecular_function;guard cell,"
Locus:2029456,AT1G78040,protein_coding,Pollen Ole e 1 allergen and extensin family protein;(source:Araport11),N/A,POE1,"extracellular region;protein binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:505006679,AT5G47635,protein_coding,Pollen Ole e 1 allergen and extensin family protein;(source:Araport11),N/A,POE1,"extracellular region;molecular_function;flowering stage;petal differentiation and expansion stage;collective leaf structure;flower;hypocotyl;inflorescence meristem;petal;root;sepal;synergid,"
Locus:505006692,AT5G54855,protein_coding,Pollen Ole e 1 allergen and extensin family protein;(source:Araport11),N/A,POE1,"extracellular region;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:505006487,AT4G17215,protein_coding,Pollen Ole e 1 allergen and extensin family protein;(source:Araport11),N/A,POE1,"mitochondrion;molecular_function;hypocotyl;non-hair root epidermal cell;root,"
Locus:505006496,AT4G18596,protein_coding,Pollen Ole e 1 allergen and extensin family protein;(source:Araport11),N/A,POE1,"biological_process;extracellular region;extracellular space;molecular_function,"
Locus:2162986,AT5G41050,protein_coding,Pollen Ole e 1 allergen and extensin family protein;(source:Araport11),N/A,POE1,"extracellular region;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
Locus:2184103,AT5G10130,protein_coding,Pollen Ole e 1 allergen and extensin family protein;(source:Araport11),N/A,POE1,"extracellular region;extracellular space;molecular_function;root,"
Locus:2061554,AT2G34700,protein_coding,Pollen Ole e 1 allergen and extensin family protein;(source:Araport11),N/A,POE1,"cell periphery;extracellular region;molecular_function;flowering stage;petal differentiation and expansion stage;collective leaf structure;flower;flower pedicel;petal;sepal;shoot apex,"
Locus:2167509,AT5G36920,protein_coding,Secreted peptide which functions in plant growth and pathogen defense.,ARACIN2;PROSCOOP 48;PROSCOOP48;STMP9,PROSCOOP,"defense response to other organism;response to bacterium;response to external biotic stimulus;defense response to fungus;response to bacterium;response to ethylene;response to fungus;response to heat;response to hydrogen peroxide;response to jasmonic acid;response to salicylic acid;response to cold;response to jasmonic acid;response to salicylic acid;Golgi apparatus;apoplast;endoplasmic reticulum;extracellular region;plasma membrane;LRR domain binding;receptor serine/threonine kinase binding;anther;fruit;guard cell;lateral root;megagametophyte;shoot apical meristem;trichome,"
