Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	TAIR
Q84JU4	reviewed	IBR5_ARATH	Protein-tyrosine-phosphatase IBR5 (EC 3.1.3.48) (Protein INDOLE-3-BUTYRIC ACID RESPONSE 5) (Protein IBA RESPONSE 5) (SKP1-interacting partner 33)	IBR5 SKIP33 At2g04550 T1O3.4	Arabidopsis thaliana (Mouse-ear cress)	257	AT2G04550;
Q84W56	reviewed	RNJ_ARATH	Ribonuclease J (RNase J) (EC 3.1.-.-) (Protein EMBRYO DEFECTIVE 2746)	RNJ EMB2746 At5g63420 MLE2.5 MLE2.6	Arabidopsis thaliana (Mouse-ear cress)	911	AT5G63420;
Q84WK0	reviewed	RSL2_ARATH	Transcription factor RSL2 (Basic helix-loop-helix protein 85) (AtbHLH85) (bHLH 85) (Protein ROOT HAIR DEFECTIVE 6-LIKE 2) (Protein RHD SIX-LIKE 2) (Transcription factor EN 115) (Transcription factor bHLH85) (bHLH transcription factor bHLH085)	RSL2 BHLH85 EN115 At4g33880 F17I5.70	Arabidopsis thaliana (Mouse-ear cress)	352	AT4G33880;
Q84WU6	reviewed	ARFQ_ARATH	Auxin response factor 17	ARF17 At1g77850 F28K19.6 T32E8.16	Arabidopsis thaliana (Mouse-ear cress)	585	AT1G77850;
Q8GY65	reviewed	SOK4_ARATH	Protein SOSEKI 4 (AtSOK4) (Auxin-regulated protein 3) (AtAuxRP3)	SOK4 AUXRP3 At3g46110 F12M12.80	Arabidopsis thaliana (Mouse-ear cress)	343	AT3G46110;
Q8GYP5	reviewed	MYB60_ARATH	Transcription factor MYB60 (Myb domain protein 60) (AtMYB60)	MYB60 At1g08810 F22O13.30	Arabidopsis thaliana (Mouse-ear cress)	280	AT1G08810;
Q8GYQ5	reviewed	MPK12_ARATH	Mitogen-activated protein kinase 12 (AtMPK12) (MAP kinase 12) (EC 2.7.11.24)	MPK12 At2g46070 T3F17.28	Arabidopsis thaliana (Mouse-ear cress)	372	AT2G46070;
Q8GZB4	reviewed	PLA2B_ARATH	Phospholipase A2-beta (EC 3.1.1.4) (Secretory phospholipase A2-beta) (AtsPLA2-beta)	PLA2-BETA At2g19690 F6F22.28	Arabidopsis thaliana (Mouse-ear cress)	147	AT2G19690;
Q8GZM7	reviewed	PIF1_ARATH	Transcription factor PIF1 (Basic helix-loop-helix protein 15) (AtbHLH15) (bHLH 15) (Phytochrome-interacting factor 1) (Protein PHYTOCHROME INTERACTING FACTOR 3-LIKE 5) (Transcription factor EN 101) (bHLH transcription factor bHLH015)	PIF1 BHLH15 EN101 PIL5 At2g20180 T2G17.2	Arabidopsis thaliana (Mouse-ear cress)	478	AT2G20180;
Q8H174	reviewed	IAA31_ARATH	Auxin-responsive protein IAA31 (Indoleacetic acid-induced protein 31)	IAA31 At3g17600 MKP6.16	Arabidopsis thaliana (Mouse-ear cress)	158	AT3G17600;
Q8H1D3	reviewed	NPY1_ARATH	Phototropic-responsive NPH3 family protein NPY1 (Protein ENHANCER OF PINOID) (Protein MACCHI-BOU 4) (Protein NAKED PINS IN YUC MUTANTS 1)	NPY1 ENP MAB4 At4g31820 F11C18.20	Arabidopsis thaliana (Mouse-ear cress)	571	AT4G31820;
Q8H1H9	reviewed	CAOG1_ARATH	Amine oxidase [copper-containing] gamma 1 (AtCuAO1) (AtCuAOgamma1) (Copper amine oxidase 1) (EC 1.4.3.21) (Primary amine oxidase 1)	CuAOgamma1 CuAO1 At1g62810 F23N19.18	Arabidopsis thaliana (Mouse-ear cress)	712	AT1G62810;
Q8H1P9	reviewed	MB3R3_ARATH	Transcription factor MYB3R-3 (Myb-related protein 3R-3)	MYB3R3 At3g09370 F3L24.24	Arabidopsis thaliana (Mouse-ear cress)	505	AT3G09370;
Q8L5Y6	reviewed	CAND1_ARATH	Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (AtCAND1) (Protein ENHANCER OF TIR1-1 AUXIN RESISTANCE 2) (Protein HEMIVENATA)	CAND1 ETA2 HVE At2g02560 T8K22.14	Arabidopsis thaliana (Mouse-ear cress)	1219	AT2G02560;
Q8L627	reviewed	SRD2_ARATH	snRNA-activating protein complex subunit (SNAPc subunit) (Protein SHOOT REDIFFERENTIATION DEFECTIVE 2)	SRD2 At1g28560 F1K23.20 F3M18.1	Arabidopsis thaliana (Mouse-ear cress)	375	AT1G28560;
Q8L6Y1	reviewed	UBP14_ARATH	Ubiquitin carboxyl-terminal hydrolase 14 (EC 3.4.19.12) (Deubiquitinating enzyme 14) (AtUBP14) (TITAN-6 protein) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14)	UBP14 TTN6 At3g20630 F3H11_1 K10D20.17 K10D20.26	Arabidopsis thaliana (Mouse-ear cress)	797	AT3G20630;
Q8L7G0	reviewed	ARFA_ARATH	Auxin response factor 1	ARF1 At1g59750 F23H11.7	Arabidopsis thaliana (Mouse-ear cress)	665	AT1G59750;
Q8L8Y3	reviewed	PCEP1_ARATH	Precursor of CEP1 (PCEP1) [Cleaved into: C-terminally encoded peptide 1 (CEP1)]	CEP1 At1g47485 F16N3	Arabidopsis thaliana (Mouse-ear cress)	91	AT1G47485;
Q8LAL2	reviewed	IAA26_ARATH	Auxin-responsive protein IAA26 (Indoleacetic acid-induced protein 26) (Phytochrome-associated protein 1)	IAA26 PAP1 At3g16500 MDC8.13	Arabidopsis thaliana (Mouse-ear cress)	269	AT3G16500;
Q8LAR0	reviewed	B2DXI_ARATH	Protein BIIDXI	BDX ATHA1-1 At4g32460 F8B4.160	Arabidopsis thaliana (Mouse-ear cress)	365	AT4G32460;
Q8LAZ7	reviewed	CSN5A_ARATH	COP9 signalosome complex subunit 5a (Signalosome subunit 5a) (EC 3.4.-.-) (Jun activation domain-binding homolog 1)	CSN5A AJH1 CSN5B At1g22920 F19G10.12	Arabidopsis thaliana (Mouse-ear cress)	357	AT1G22920;
Q8LEG1	reviewed	RSL4_ARATH	Transcription factor RSL3 (Basic helix-loop-helix protein 54) (AtbHLH54) (bHLH 54) (ROOT HAIR DEFECTIVE 6-LIKE 4) (Protein RHD SIX-LIKE 4) (Transcription factor EN 114) (Transcription factor bHLH54) (bHLH transcription factor bHLH054)	RSL4 BHLH54 EN114 At1g27740 T22C5.19	Arabidopsis thaliana (Mouse-ear cress)	258	AT1G27740;
Q8LGU6	reviewed	CD27B_ARATH	Cell division cycle protein 27 homolog B (CDC27 homolog B) (Protein HOBBIT)	CDC27B HBT At2g20000 T2G17.20	Arabidopsis thaliana (Mouse-ear cress)	744	AT2G20000;
Q8LLD0	reviewed	NUP96_ARATH	Nuclear pore complex protein NUP96 (AtNUP96) (Nucleoporin 96) (Nucleoporin PRECOCIOUS) (Nucleoporin PRECOZ) (Protein MODIFIER OF SNC1 3) (Protein SUPPRESSOR OF AUXIN RESISTANCE 3)	NUP96 MOS3 PRE SAR3 At1g80680 F23A5.3	Arabidopsis thaliana (Mouse-ear cress)	1046	AT1G80680;
Q8LLV8	reviewed	PLS_ARATH	Peptide POLARIS (Protein expressed in embryo 101) (AtEM101)	PLS EM101 At4g39403 F23K16	Arabidopsis thaliana (Mouse-ear cress)	36	AT4G39403;
Q8RWZ6	reviewed	PIN4_ARATH	Auxin efflux carrier component 4 (AtPIN4)	PIN4 At2g01420 F2I9.4	Arabidopsis thaliana (Mouse-ear cress)	616	AT2G01420;
Q8RYC6	reviewed	IAA32_ARATH	Auxin-responsive protein IAA32 (Indoleacetic acid-induced protein 32)	IAA32 At2g01200 F10A8.8	Arabidopsis thaliana (Mouse-ear cress)	191	AT2G01200;
Q8RYC8	reviewed	ARFS_ARATH	Auxin response factor 19 (Auxin-responsive protein IAA22)	ARF19 IAA22 At1g19220 T29M8.9	Arabidopsis thaliana (Mouse-ear cress)	1086	AT1G19220;
Q8S9J3	reviewed	VPS38_ARATH	Vacuolar protein sorting 38 (Protein UNFLATTENED AND SMALL LEAVES 1)	VPS38 USL1 At2g32760 F24L7.10	Arabidopsis thaliana (Mouse-ear cress)	352	AT2G32760;
Q8SAB7	reviewed	SPK1_ARATH	Guanine nucleotide exchange factor SPIKE 1	SPK1 At4g16340 dl4200c FCAALL.346	Arabidopsis thaliana (Mouse-ear cress)	1830	AT4G16340;
Q8VY26	reviewed	CCD8_ARATH	Carotenoid cleavage dioxygenase 8, chloroplastic (AtCCD8) (EC 1.13.11.69) (EC 1.13.11.70) (AtNCED8) (Protein MORE AXILLARY BRANCHING 4) (Protein MORE AXILLARY GROWTH 4)	CCD8 MAX4 NCED8 At4g32810 T16I18.20	Arabidopsis thaliana (Mouse-ear cress)	570	AT4G32810;
Q8W234	reviewed	SEUSS_ARATH	Transcriptional corepressor SEUSS (AtSEU)	SEU At1g43850 F28H19.10	Arabidopsis thaliana (Mouse-ear cress)	877	AT1G43850;
Q8W2F3	reviewed	PIF4_ARATH	Transcription factor PIF4 (Basic helix-loop-helix protein 9) (AtbHLH9) (bHLH 9) (Phytochrome-interacting factor 4) (Short under red-light 2) (Transcription factor EN 102) (bHLH transcription factor bHLH009)	PIF4 BHLH9 EN102 SRL2 At2g43010 MFL8.13	Arabidopsis thaliana (Mouse-ear cress)	430	AT2G43010;
Q93VK8	reviewed	GLV1_ARATH	Protein GOLVEN 1 (CLAVATA3/ESR (CLE)-related protein CLEL6) (CLE-Like protein 6) (Root meristem growth factor 6) (AtRGF6) [Cleaved into: GLV1p]	GLV1 CLEL6 RGF6 At4g16515 FCAALL	Arabidopsis thaliana (Mouse-ear cress)	86	AT4G16515;
Q93VV9	reviewed	TM16B_ARATH	Mitochondrial import inner membrane translocase subunit PAM16 like 2 (AtPAM16) (AtPAM16L2) (Presequence translocated-associated motor subunit PAM16) (Protein MUTANT SNC1-ENHANCING 5) (Protein THAXTOMIN A RESISTANT 1)	PAM16L2 MUSE5 PAM16 TXR1 At3g59280 F25L23.140	Arabidopsis thaliana (Mouse-ear cress)	116	AT3G59280;
Q93YR9	reviewed	ARFP_ARATH	Auxin response factor 16	ARF16 At4g30080 F6G3.110	Arabidopsis thaliana (Mouse-ear cress)	670	AT4G30080;
Q93ZR1	reviewed	ELP3_ARATH	Elongator complex protein 3 (AtELP3) (EC 2.3.1.311) (Elongator component 3) (Protein ELONGATA 3) (Protein ENHANCER-OF-ASYMMETRIC-LEAVES-TWO1) (tRNA uridine(34) acetyltransferase)	HAG3 EAST1 ELO3 ELP3 At5g50320 MXI22.3	Arabidopsis thaliana (Mouse-ear cress)	565	AT5G50320;
Q940X7	reviewed	RBX1A_ARATH	RING-box protein 1a (At-Rbx1;1) (Protein RING of cullins 1) (RBX1-2) (RBX1a-At)	RBX1A ROC1 At5g20570 F7C8.160	Arabidopsis thaliana (Mouse-ear cress)	118	AT5G20570;
Q940Y5	reviewed	PIN7_ARATH	Auxin efflux carrier component 7 (AtPIN7)	PIN7 AEH1 At1g23080 T26J12.14	Arabidopsis thaliana (Mouse-ear cress)	619	AT1G23080;
Q945S5	reviewed	CAX4_ARATH	Vacuolar cation/proton exchanger 4 (AtCAX4) (Ca(2+)/H(+) antiporter CAX4) (Ca(2+)/H(+) exchanger 4) (Protein CATION EXCHANGER 4)	CAX4 At5g01490 F7A7.10	Arabidopsis thaliana (Mouse-ear cress)	446	AT5G01490;
Q94AH6	reviewed	CUL1_ARATH	Cullin-1	CUL1 At4g02570 T10P11.26	Arabidopsis thaliana (Mouse-ear cress)	738	AT4G02570;
Q94AI7	reviewed	TPL_ARATH	Protein TOPLESS (WUS-interacting protein 1)	TPL WSIP1 At1g15750 F7H2.9	Arabidopsis thaliana (Mouse-ear cress)	1131	AT1G15750;
Q94AP3	reviewed	WAT1_ARATH	Protein WALLS ARE THIN 1	WAT1 At1g75500 F10A5.28 F1B16.19	Arabidopsis thaliana (Mouse-ear cress)	389	AT1G75500;
Q94BN0	reviewed	BT2_ARATH	BTB/POZ and TAZ domain-containing protein 2 (BTB and TAZ domain protein 2)	BT2 At3g48360 T29H11.120	Arabidopsis thaliana (Mouse-ear cress)	364	AT3G48360;
Q94CK9	reviewed	LRP1_ARATH	Protein LATERAL ROOT PRIMORDIUM 1	LRP1 At5g12330 T2L20	Arabidopsis thaliana (Mouse-ear cress)	320	AT5G12330;
Q94FL6	reviewed	MY124_ARATH	Transcription factor MYB124 (Myb-related protein 124) (AtMYB124) (Protein FOUR LIPS)	MYB124 FLP At1g14350 F14L17.12	Arabidopsis thaliana (Mouse-ear cress)	436	AT1G14350;
Q94JM3	reviewed	ARFB_ARATH	Auxin response factor 2 (ARF1-binding protein) (ARF1-BP) (Protein MEGAINTEGUMENTA)	ARF2 MNT At5g62000 MTG10.3	Arabidopsis thaliana (Mouse-ear cress)	859	AT5G62000;
Q96247	reviewed	AUX1_ARATH	Auxin transporter protein 1 (Auxin influx carrier protein 1) (Polar auxin transport inhibitor-resistant protein 1)	AUX1 AUX PIR1 WAV5 At2g38120 F16M14.5	Arabidopsis thaliana (Mouse-ear cress)	485	AT2G38120;
Q96327	reviewed	EBP1_ARATH	ERBB-3 BINDING PROTEIN 1 (AtEBP1) (Proliferation-associated protein G2p) (AtG2) (Protein CELL-PROLIFERATION-RELATED) (AtCPR)	EBP1 CAM1 CPR At3g51800	Arabidopsis thaliana (Mouse-ear cress)	392	AT3G51800;
Q96330	reviewed	FLS1_ARATH	Flavonol synthase/flavanone 3-hydroxylase (EC 1.14.11.9) (EC 1.14.20.6) (FLS 1)	FLS1 FLS At5g08640 MAH20.20	Arabidopsis thaliana (Mouse-ear cress)	336	AT5G08640;
Q9ATB4	reviewed	TAD2B_ARATH	Transcriptional adapter ADA2b (AtADA2b) (Protein PROPORZ 1)	ADA2B PRZ1 At4g16420 dl4235c	Arabidopsis thaliana (Mouse-ear cress)	487	AT4G16420;
Q9C5W9	reviewed	ARFR_ARATH	Auxin response factor 18	ARF18 At3g61830 F15G16.220	Arabidopsis thaliana (Mouse-ear cress)	602	AT3G61830;
Q9C5X0	reviewed	IAA34_ARATH	Auxin-responsive protein IAA34 (Indoleacetic acid-induced protein 34)	IAA34 At1g15050 T15D22.10	Arabidopsis thaliana (Mouse-ear cress)	185	AT1G15050;
Q9C5X8	reviewed	MOCOS_ARATH	Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Abscisic acid protein 3) (Low expression of osmotically expressive genes protein 5) (Molybdenum cofactor sulfurtransferase)	ABA3 LOS5 At1g16540 F19K19.13	Arabidopsis thaliana (Mouse-ear cress)	819	AT1G16540;
Q9C5Z2	reviewed	EIF3H_ARATH	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p38 subunit)	TIF3H1 At1g10840 T16B5.2	Arabidopsis thaliana (Mouse-ear cress)	337	AT1G10840;
Q9C6B8	reviewed	PINI_ARATH	Auxin efflux carrier component 1 (Protein PIN-FORMED) (AtPIN1)	PIN1 At1g73590 F6D5.2	Arabidopsis thaliana (Mouse-ear cress)	622	AT1G73590;
Q9C778	reviewed	ELP4_ARATH	Elongator complex protein 4 (AtELP4) (Elongator component 4) (Protein ELONGATA 1)	ELP4 ELO1 At3g11220 F11B9.14	Arabidopsis thaliana (Mouse-ear cress)	355	AT3G11220;
Q9C811	reviewed	NU160_ARATH	Nuclear pore complex protein NUP160 (AtNUP160) (Nucleoporin 160) (Protein SUPPRESSOR OF AUXIN RESISTANCE 1)	NUP160 SAR1 At1g33410 F10C21.8	Arabidopsis thaliana (Mouse-ear cress)	1495	AT1G33410;
Q9C8M5	reviewed	WAG1_ARATH	Serine/threonine-protein kinase WAG1 (EC 2.7.11.1) (Protein kinase 3) (AtPK3)	WAG1 PK3 At1g53700 F22G10.21	Arabidopsis thaliana (Mouse-ear cress)	476	AT1G53700;
Q9C8W9	reviewed	NAC30_ARATH	NAC domain-containing protein 30 (ANAC030) (Protein VASCULAR RELATED NAC-DOMAIN 7)	NAC030 VND7 At1g71930 F17M19.8	Arabidopsis thaliana (Mouse-ear cress)	324	AT1G71930;
Q9C999	reviewed	PILS2_ARATH	Protein PIN-LIKES 2 (Auxin efflux carrier-like protein 2)	PILS2 At1g71090 F23N20.8	Arabidopsis thaliana (Mouse-ear cress)	457	AT1G71090;
Q9CA51	reviewed	MIF1_ARATH	Mini zinc finger protein 1 (AtMIF1)	MIF1 At1g74660 F1M20.34	Arabidopsis thaliana (Mouse-ear cress)	102	AT1G74660;
Q9FE25	reviewed	MYB75_ARATH	Transcription factor MYB75 (Myb-related protein 75) (AtMYB75) (Production of anthocyanin pigment 1 protein) (Suc-induced anthocyanin accumulation locus 1)	MYB75 PAP1 SIAA1 At1g56650 F25P12.92	Arabidopsis thaliana (Mouse-ear cress)	248	AT1G56650;
Q9FFD0	reviewed	PIN5_ARATH	Auxin efflux carrier component 5 (AtPIN5)	PIN5 AEH2 PIN8 At5g16530 MQK4.28	Arabidopsis thaliana (Mouse-ear cress)	351	AT5G16530;
Q9FG74	reviewed	D6PK_ARATH	Serine/threonine-protein kinase D6PK (EC 2.7.11.1) (D6 protein kinase) (Serine/threonine-protein kinase 64) (AtPK64) (Serine/threonine-protein kinase AGC1-1)	D6PK PK64 At5g55910 MYN21.2	Arabidopsis thaliana (Mouse-ear cress)	498	AT5G55910;
Q9FGF6	reviewed	GLV2_ARATH	Protein GOLVEN 2 (CLAVATA3/ESR (CLE)-related protein CLEL9) (CLE-Like protein 9) (Root meristem growth factor 9) (AtRGF9) [Cleaved into: GLV2p]	GLV2 CLEL9 RGF9 At5g64770 MVP7.10	Arabidopsis thaliana (Mouse-ear cress)	79	AT5G64770;
Q9FGV1	reviewed	ARFH_ARATH	Auxin response factor 8 (Protein FRUIT WITHOUT FERTILIZATION)	ARF8 FWF At5g37020 K15O15.5	Arabidopsis thaliana (Mouse-ear cress)	811	AT5G37020;
Q9FHI1	reviewed	MOB1A_ARATH	MOB kinase activator-like 1A (Mob1 homolog 1A) (Mps one binder kinase activator-like 1A)	MOB1A At5g45550 MFC19.22	Arabidopsis thaliana (Mouse-ear cress)	215	AT5G45550;
Q9FHW7	reviewed	SKP1B_ARATH	SKP1-like protein 1B (SKP1-like 2) (UFO-binding protein 2)	SKP1B ASK2 UIP2 At5g42190 MJC20.30	Arabidopsis thaliana (Mouse-ear cress)	171	AT5G42190;
Q9FIQ5	reviewed	TRN2_ARATH	Protein TORNADO 2 (Protein EKEKO) (TETRASPANIN-1)	TRN2 TET1 At5g46700 MZA15.11	Arabidopsis thaliana (Mouse-ear cress)	269	AT5G46700;
Q9FJ47	reviewed	SAG12_ARATH	Senescence-specific cysteine protease SAG12 (EC 3.4.22.-) (Cysteine proteinase SAG12) (Protein SENESCENCE-ASSOCIATED GENE 12)	SAG12 At5g45890 K15I22.9	Arabidopsis thaliana (Mouse-ear cress)	346	AT5G45890;
Q9FJ57	reviewed	TRN1_ARATH	Protein TORNADO 1 (Protein LOPPED 1)	TRN1 LOP1 At5g55540 MTE17.26	Arabidopsis thaliana (Mouse-ear cress)	1380	AT5G55540;
Q9FJT7	reviewed	NDL1_ARATH	Protein NDL1 (Protein N-MYC DOWNREGULATED-LIKE 1)	NDL1 At5g56750 MIK19.22	Arabidopsis thaliana (Mouse-ear cress)	346	AT5G56750;
Q9FJX5	reviewed	BT4_ARATH	BTB/POZ and TAZ domain-containing protein 4 (BTB and TAZ domain protein 4)	BT4 At5g67480 K9I9.4	Arabidopsis thaliana (Mouse-ear cress)	372	AT5G67480;
Q9FK63	reviewed	CARLK_ARATH	Calmodulin-binding receptor kinase CaMRLK (EC 2.7.11.1) (Calmodulin-binding receptor-like kinase) (AtCaMRLK) (Protein MATERNAL EFFECT EMBRYO ARREST 62)	CAMRLK MEE62 At5g45800 MRA19.24	Arabidopsis thaliana (Mouse-ear cress)	666	AT5G45800;
Q9FK72	reviewed	HFA4C_ARATH	Heat stress transcription factor A-4c (AtHsfA4c) (AtHsf-20) (Protein ROOT HANDEDNESS 1)	HSFA4C HSF20 RHA1 At5g45710 MRA19.11	Arabidopsis thaliana (Mouse-ear cress)	345	AT5G45710;
Q9FKA0	reviewed	NAC92_ARATH	NAC domain-containing protein 92 (ANAC092) (AtNAC2) (AtNAC6) (Protein ORESARA 1)	NAC92 NAC2 NAC6 ORE1 At5g39610 MIJ24.11	Arabidopsis thaliana (Mouse-ear cress)	285	AT5G39610;
Q9FKM7	reviewed	IAA33_ARATH	Auxin-responsive protein IAA33 (Indoleacetic acid-induced protein 33)	IAA33 At5g57420 MUA2.1	Arabidopsis thaliana (Mouse-ear cress)	171	AT5G57420;
Q9FMA3	reviewed	PEX5_ARATH	Peroxisome biogenesis protein 5 (Peroxin-5) (AtPEX5) (Peroxisomal targeting signal type 1 receptor) (Pex5p)	PEX5 At5g56290 MXK23.3	Arabidopsis thaliana (Mouse-ear cress)	728	AT5G56290;
Q9FMK7	reviewed	BT1_ARATH	BTB/POZ and TAZ domain-containing protein 1 (BTB and TAZ domain protein 1)	BT1 At5g63160 MDC12.13	Arabidopsis thaliana (Mouse-ear cress)	365	AT5G63160;
Q9FN09	reviewed	NPY3_ARATH	Phototropic-responsive NPH3 family protein NPY3 (MAB4/ENP/NPY1-like proten 1) (MAB4/ENP/NPY1-like proten 2) (Protein NAKED PINS IN YUC MUTANTS 3)	NPY3 MEL1 MEL2 At5g67440 K8K14.18	Arabidopsis thaliana (Mouse-ear cress)	579	AT5G67440;
Q9FNA4	reviewed	ELP1_ARATH	Elongator complex protein 1 (AtELP1) (Elongator component 1) (Protein ABA-OVERLY SENSITIVE 1) (Protein ELONGATA 2)	ELP1 ABO1 ELO2 At5g13680 MSH12.15	Arabidopsis thaliana (Mouse-ear cress)	1319	AT5G13680;
Q9FNN2	reviewed	WDR26_ARATH	WD repeat-containing protein 26 homolog (AtWDR26)	WDR26 At5g08560 MAH20.12	Arabidopsis thaliana (Mouse-ear cress)	589	AT5G08560;
Q9FR53	reviewed	TOR_ARATH	Serine/threonine-protein kinase TOR (EC 2.7.11.1) (Protein TARGET OF RAPAMYCIN) (AtTOR)	TOR At1g50030 F2J10.19	Arabidopsis thaliana (Mouse-ear cress)	2481	AT1G50030;
Q9FUY2	reviewed	LEUNG_ARATH	Transcriptional corepressor LEUNIG (Protein ROTUNDA2)	LUG RON2 At4g32551 L23H3.30	Arabidopsis thaliana (Mouse-ear cress)	931	AT4G32551;
Q9FV71	reviewed	E2FB_ARATH	Transcription factor E2FB (E2F transcription factor-1) (AtE2F1)	E2FB E2F1 At5g22220 T6G21	Arabidopsis thaliana (Mouse-ear cress)	469	AT5G22220;
Q9FVU9	reviewed	CSN5B_ARATH	COP9 signalosome complex subunit 5b (Signalosome subunit 5b) (EC 3.4.-.-) (Jun activation domain-binding homolog 2)	CSN5B AJH2 CSN5A At1g71230 F3I17.12	Arabidopsis thaliana (Mouse-ear cress)	358	AT1G71230;
Q9FXH7	reviewed	SRS7_ARATH	Protein SHI RELATED SEQUENCE 7	SRS7 At1g19790 F6F9.16	Arabidopsis thaliana (Mouse-ear cress)	345	AT1G19790;
Q9FY74	reviewed	CMTA1_ARATH	Calmodulin-binding transcription activator 1 (AtCAMTA1) (Ethylene-induced calmodulin-binding protein b) (EICBP.b) (Signal-responsive protein 2) (AtSR2)	CAMTA1 CMTA1 SR2 At5g09410 T5E8.210	Arabidopsis thaliana (Mouse-ear cress)	1007	AT5G09410;
Q9FYK5	reviewed	ESR2_ARATH	Ethylene-responsive transcription factor ESR2 (Protein DORNROESCHEN-LIKE) (Protein DRN-LIKE) (Protein ENHANCER OF SHOOT REGENERATION 2) (Protein SUPPRESSOR OF PHYTOCHROMEB 2)	ESR2 DRNL ERF090 SOB2 At1g24590 F21J9.25	Arabidopsis thaliana (Mouse-ear cress)	306	AT1G24590;
Q9FZ33	reviewed	AXR4_ARATH	Protein AUXIN RESPONSE 4	AXR4 At1g54990 F14C21.51 T24C10.10	Arabidopsis thaliana (Mouse-ear cress)	473	AT1G54990;
Q9LDC0	reviewed	FKB42_ARATH	Peptidyl-prolyl cis-trans isomerase FKBP42 (PPIase FKBP42) (EC 5.2.1.8) (42 kDa peptidyl-prolyl isomerase) (FK506-binding protein 42) (AtFKBP42) (Immunophilin FKBP42) (Protein TWISTED DWARF 1) (Protein ULTRACURVATA 2) (Rotamase)	FKBP42 TWD1 UCU2 At3g21640 MIL23.21	Arabidopsis thaliana (Mouse-ear cress)	365	AT3G21640;
Q9LFH0	reviewed	AB37G_ARATH	ABC transporter G family member 37 (ABC transporter ABCG.37) (AtABCG37) (Pleiotropic drug resistance protein 9) (Protein ENHANCER OF TIR1-1 AUXIN RESISTANCE 4) (Protein POLAR AUXIN TRANSPORT INHIBITOR SENSITIVE 1)	ABCG37 ETA4 PDR12 PDR9 PIS1 At3g53480 F4P12.180	Arabidopsis thaliana (Mouse-ear cress)	1450	AT3G53480;
Q9LFP6	reviewed	PIN8_ARATH	Auxin efflux carrier component 8 (AtPIN8)	PIN8 PIN5 At5g15100 F2G14_220	Arabidopsis thaliana (Mouse-ear cress)	367	AT5G15100;
Q9LFQ9	reviewed	E2FD_ARATH	E2F transcription factor-like E2FD (DP-E2F-like protein 2) (E2F-like repressor E2L1)	E2FD DEL2 E2L1 ELP3 At5g14960 F2G14.80	Arabidopsis thaliana (Mouse-ear cress)	359	AT5G14960;
Q9LJX0	reviewed	AB19B_ARATH	ABC transporter B family member 19 (ABC transporter ABCB.19) (AtABCB19) (Multidrug resistance protein 11) (P-glycoprotein 19)	ABCB19 MDR1 MDR11 PGP19 At3g28860 MLD15.2	Arabidopsis thaliana (Mouse-ear cress)	1252	AT3G28860;
Q9LNT9	reviewed	ASK4_ARATH	SKP1-like protein 4 (AtSK4)	ASK4 At1g20140 T20H2.8	Arabidopsis thaliana (Mouse-ear cress)	163	AT1G20140;
Q9LPL4	reviewed	SKP2A_ARATH	F-box protein SKP2A (FBL5-like protein) (AtFBL5) (SKP2-like protein 1) (AtSKP2;1)	SKP2A At1g21410 F24J8.5	Arabidopsis thaliana (Mouse-ear cress)	360	AT1G21410;
Q9LPW7	reviewed	AFB3_ARATH	Protein AUXIN SIGNALING F-BOX 3	AFB3 At1g12820 F13K23.7	Arabidopsis thaliana (Mouse-ear cress)	577	AT1G12820;
Q9LQZ5	reviewed	SRS5_ARATH	Protein SHI RELATED SEQUENCE 5	SRS5 At1g75520 F1B16.17	Arabidopsis thaliana (Mouse-ear cress)	346	AT1G75520;
Q9LSQ5	reviewed	FQR1_ARATH	NAD(P)H dehydrogenase (quinone) FQR1 (EC 1.6.5.2) (Flavodoxin-like quinone reductase 1)	FQR1 At5g54500 F24B18.12	Arabidopsis thaliana (Mouse-ear cress)	204	AT5G54500;
Q9LTT8	reviewed	VCS_ARATH	Enhancer of mRNA-decapping protein 4 (Protein VARICOSE)	VCS EDC4 At3g13300 MDC11.13	Arabidopsis thaliana (Mouse-ear cress)	1344	AT3G13300;
Q9LU77	reviewed	PIN2_ARATH	Auxin efflux carrier component 2 (AtPIN2) (Auxin efflux carrier AGR) (Ethylene-insensitive root 1) (AtEIR1) (Polar-auxin-transport efflux component AGR1) (Protein AGRAVITROPIC 1) (AtAGR1) (Protein WAVY 6)	PIN2 AGR AGR1 EIR1 WAV6 At5g57090 MUL3.3	Arabidopsis thaliana (Mouse-ear cress)	647	AT5G57090;
Q9LUL2	reviewed	WAG2_ARATH	Serine/threonine-protein kinase WAG2 (EC 2.7.11.1)	WAG2 At3g14370 MLN21.15	Arabidopsis thaliana (Mouse-ear cress)	480	AT3G14370;
Q9LVA1	reviewed	NC101_ARATH	NAC domain-containing protein 101 (ANAC101) (Protein VASCULAR RELATED NAC-DOMAIN 6)	NAC101 VND6 At5g62380 MMI9.21	Arabidopsis thaliana (Mouse-ear cress)	348	AT5G62380;
